Null,CountyID,PollingID,County,Precinct,Polling Location,Address1,Address2,Zip Code
0,55,37,Lincoln,NORTH BROOK 3A,NORTH BROOK ELEMENTARY SCHOOL,642 HIGHWAY 274,"VALE, NC",28168
0,56,1,Macon,EAST FRANKLIN,MACON COUNTY ENVIRONMENTAL RESOURCE CENTER,1624 LAKESIDE DR,"FRANKLIN, NC",28734
0,56,3,Macon,IOTLA,MACON COUNTY AIRPORT,1241 AIRPORT RD,"FRANKLIN, NC",28734
0,56,4,Macon,UNION,MACON COUNTY COMMUNITY BUILDING,1288 GEORGIA RD,"FRANKLIN, NC",28734
0,56,5,Macon,MILLSHOAL,HOLLY SPRINGS COMMUNITY BUILDING,2720 CAT CREEK RD,"FRANKLIN, NC",28734
0,56,7,Macon,ELLIJAY,CULLASAJA GORGE FIRE AND RESCUE,104 RIVER RD,"FRANKLIN, NC",28734
0,56,8,Macon,SUGARFORK,PINE GROVE SCHOOL,38 PEEKS CREEK RD,"FRANKLIN, NC",28734
0,56,9,Macon,HIGHLANDS,HIGHLANDS CIVIC CENTER,600 N 4TH ST,"HIGHLANDS, NC",28741
0,56,12,Macon,SMITHBRIDGE,OTTO COMMUNITY BUILDING,60 FIRE HOUSE RD,"OTTO, NC",28763
0,56,13,Macon,CARTOOGECHAYE,WEST MACON FIRE AND RESCUE,564 CHARLES NOLEN RD,"FRANKLIN, NC",28734
0,56,14,Macon,NANTAHALA,NANTAHALA EMS BUILDING,1096 JUNALUSKA RD,"TOPTON, NC",28781
0,56,15,Macon,BURNINGTOWN,BURNINGTOWN (OLD) FIRE & RESCUE DEPT,30 DAVES CREEK RD,"FRANKLIN, NC",28734
0,56,16,Macon,COWEE,COWEE SCHOOL,51 COWEE SCHOOL DR,"FRANKLIN, NC",28734
0,56,17,Macon,NORTH FRANKLIN,FRANKLIN TOWN HALL,95 MAIN ST,"FRANKLIN, NC",28734
0,56,18,Macon,FLATS,SCALY MOUNTAIN FIRE DEPARTMENT,169 HALE RIDGE RD,"SCALY MTN, NC",28775
0,56,19,Macon,SOUTH FRANKLIN,MACON COUNTY PUBLIC LIBRARY,149 SILER FARM RD,"FRANKLIN, NC",287340
0,57,2,Madison,SOUTH MARSHALL,MARSHALL COMMUNITY CENTER-ROOM A,145 BLANNAHASSETT ISLAND RD,"MARSHALL, NC",28753
0,57,3,Madison,LAUREL,LAUREL COMMUNITY CENTER,4100 NC 212 HWY,"MARSHALL, NC",28753
0,57,4,Madison,MARS HILL,MARS HILL ELEMENTARY SCHOOL,200 SCHOOL HOUSE LN,"MARS HILL, NC",28754
0,57,5,Madison,BEECH GLEN,GREATER IVY (BEECH GLEN) COMMUNITY CENTER,2936 BEECH GLEN RD,"MARS HILL, NC",28754
0,57,6,Madison,WALNUT,MADISON MIDDLE SCHOOL,95 UPPER BRUSH CREEK RD,"MARSHALL, NC",28753
0,57,7,Madison,HOT SPRINGS,HOT SPRINGS ELEMENTARY SCHOOL,63 N SERPENTINE AVE,"HOT SPRINGS, NC",28743
0,57,8,Madison,EBBS CHAPEL,UPPER LAUREL COMMUNITY BUILDING,281 LAUREL VALLEY RD,"MARS HILL, NC",28754
0,57,9,Madison,SPRING CREEK,SPRING CREEK MEAL SITE,13077 NC 209 HWY,"HOT SPRINGS, NC",28743
0,57,11,Madison,GRAPEVINE,CENTER COMMUNITY CENTER,1300 GRAPEVINE RD,"MARSHALL, NC",28753
0,57,12,Madison,REVERE-RICE COVE,REVERE-RICE COVE COMMUNITY CENTER,3980 REVERE RD,"MARSHALL, NC",28753
0,57,36,Madison,NORTH MARSHALL,MADISON EARLY COLLEGE HIGH SCHOOL,5734 US 25-70 HWY,"MARSHALL, NC",28753
0,57,49,Madison,SANDY MUSH,ADDISON FARMS VINEYARD,4005 NC 63 HWY,"LEICESTER, NC",28748
0,58,1,Martin,BEAR GRASS,BEAR GRASS FIRE DEPARTMENT,6005 BEAR GRASS RD,"WILLIAMSTON, NC",27892
0,58,2,Martin,CROSS ROADS,EVERETTS RURITAN CLUB BUILDING,205 AYERS ST,"EVERETTS, NC",27825
0,58,3,Martin,GOOSE NEST,OAK CITY FIRE DEPARTMENT,101 E COMMERCE ST,"OAK CITY, NC",27857
0,58,5,Martin,HAMILTON,MORRIS LYNCH RECREATIONAL BLDG,301 S FRONT ST,"HAMILTON, NC",27840
0,58,6,Martin,JAMESVILLE,JAMESVILLE TOWN HALL,1211 WATER ST,"JAMESVILLE, NC",27846
0,58,10,Martin,WILLIAMSTON 1,NC TELECENTER,415 EAST BLVD,"WILLIAMSTON, NC",27892
0,58,11,Martin,WILLIAMSTON 2,WILLIAMSTON SCOUT HUT,117 S SMITHWICK ST,"WILLIAMSTON, NC",27892
0,58,12,Martin,WILLIAMS,COUNTY HOUSE BUILDING,21374 US HIGHWAY 64,"WILLIAMSTON, NC",27892
0,58,15,Martin,GRIFFINS,GRIFFINS FIRE DEPARTMENT,5120 FIRE DEPARTMENT RD,"WILLIAMSTON, NC",27892
0,58,17,Martin,POPLAR POINT,MORRIS LYNCH RECREATIONAL BLDG,301 S FRONT ST,"HAMILTON, NC",27840
0,58,19,Martin,HASSELL,OAK CITY FIRE DEPARTMENT,101 E COMMERCE ST,"OAK CITY, NC",27857
0,58,20,Martin,ROBERSONVILLE 1,EAST END SCHOOL,1121 THIRD ST EXT,"ROBERSONVILLE, NC",27871
0,58,21,Martin,ROBERSONVILLE 2,EAST END SCHOOL,1121 THIRD ST EXT,"ROBERSONVILLE, NC",27871
0,59,1,Mcdowell,MARION #1,MARION ELEMENTARY SCHOOL-M#1,209 ROBERTS ST,"MARION, NC",28752
0,59,2,Mcdowell,MARION #2,EAST MCDOWELL MIDDLE SCHOOL M#2,676 STATE ST,"MARION, NC",28752
0,59,4,Mcdowell,MARION #3,CLINCHFIELD METHODIST FELL BLDG-M#3   #31324,151 RIDGE RD,"MARION, NC",28752
0,59,6,Mcdowell,PLEASANT GARDENS,PLEASANT GARDENS BAPTIST CHURCH-PG#6   #160941,214 PG BAPTIST CHURCH RD,"MARION, NC",28752
0,59,7,Mcdowell,WEST MARION #7,MCDOWELL SENIOR CENTER- WM#7,100 SPAULDING RD,"MARION, NC",28752
0,59,8,Mcdowell,CROOKED CREEK,CROOKED CREEK FIRE DEPT #8   #32020,4503 BAT CAVE RD,"OLD FORT, NC",28762
0,59,9,Mcdowell,DYSARTSVILLE,DYSARTSVILLE FIRE DEPT #9   #41020,9184 NC HWY 226 S,"NEBO, NC",28761
0,59,10,Mcdowell,GLENWOOD,GLENWOOD FIRE DEPARTMENT   #70420,1742 OLD HWY 221 S,"MARION, NC",28752
0,59,11,Mcdowell,HIGGINS,HIGHWAY PATROL STATION #11,3975 US HWY 226 S,"MARION, NC",28752
0,59,12,Mcdowell,MONTFORD COVE,SUGAR HILL FIRE DEPT #12   #192390,8883 SUGAR HILL RD,"MARION, NC",28752
0,59,13,Mcdowell,NEBO,NEBO ELEMENTARY SCHOOL #13,254 NEBO SCHOOL RD,"NEBO, NC",28761
0,59,14,Mcdowell,NORTH COVE,ASHFORD FIRE DEPT #14  #10475,15640 US HWY 221 N,"MARION, NC",28752
0,59,15,Mcdowell,OLD FORT #1,OLD FORT FIRST BAPT CHURCH   #150112,203 E MAIN ST,"OLD FORT, NC",28762
0,59,16,Mcdowell,OLD FORT #2,OLD FORT WESLEYAN CHURCH #2  #150171,336 CATAWBA AVE,"OLD FORT, NC",28762
0,59,17,Mcdowell,TURKEY COVE #17,NORTH COVE ELEMENTARY SCHOOL #17,401 AMERICAN THREAD RD,"MARION, NC",28752
0,59,24,Mcdowell,MARION #5,CHURCH OF GOD FELL BLDG M#5   #32047,216 OLD HWY 10   PO BOX 246 W,"MARION, NC",28752
0,59,29,Mcdowell,MARION #4,FIRST FREEWILL BAPTIST CHURCH,947 BALDWIN AVE,"MARION, NC",28752
0,60,2,Mecklenburg,PCT 002,ST JOHN'S BAPTIST CHURCH,300 HAWTHORNE LN,"CHARLOTTE, NC",28204
0,60,3,Mecklenburg,PCT 003,COCHRANE COLLEGIATE ACADEMY,6200 STARHAVEN DR,"CHARLOTTE, NC",28215
0,60,4,Mecklenburg,PCT 004,GATEWAY BAPTIST CHURCH,6321 ROBINSON CHURCH RD,"CHARLOTTE, NC",28215
0,60,5,Mecklenburg,PCT 005,THIRD PRESBYTERIAN CHURCH,4019 CENTRAL AVE,"CHARLOTTE, NC",28205
0,60,6,Mecklenburg,PCT 006,AMITY PRESBYTERIAN CHURCH,2831 N SHARON AMITY RD,"CHARLOTTE, NC",28205
0,60,7,Mecklenburg,PCT 007,RANDOLPH MIDDLE SCHOOL,4400 WATER OAK RD,"CHARLOTTE, NC",28211
0,60,8,Mecklenburg,PCT 008,MYERS PARK TRADITIONAL ELEMENTARY SCHOOL,2132 RADCLIFFE AVE,"CHARLOTTE, NC",28207
0,60,9,Mecklenburg,PCT 009,COVENANT PRESBYTERIAN CHURCH,1000 E MOREHEAD ST,"CHARLOTTE, NC",28204
0,60,10,Mecklenburg,PCT 010,HOLY TRINITY GREEK ORTHODOX CATHEDRAL,600 EAST BLVD,"CHARLOTTE, NC",28203
0,60,11,Mecklenburg,PCT 011,GREATER MOUNT MORIAH BAPTIST CHURCH,727 W TRADE ST,"CHARLOTTE, NC",28202
0,60,12,Mecklenburg,PCT 012,WALLACE PRUITT RECREATION CENTER,440 WESLEY HEIGHTS WAY,"CHARLOTTE, NC",28208
0,60,13,Mecklenburg,PCT 013,FIRST WARD CREATIVE ARTS ACADEMY,715 N CALDWELL ST,"CHARLOTTE, NC",28202
0,60,14,Mecklenburg,PCT 014,HAWTHORNE ACADEMY,1411 HAWTHORNE LN,"CHARLOTTE, NC",28205
0,60,15,Mecklenburg,PCT 015,MIDWOOD BAPTIST CHURCH,2029 MECKLENBURG AVE,"CHARLOTTE, NC",28205
0,60,16,Mecklenburg,PCT 016,EAST STONEWALL AME ZION CHURCH,1729 GRIERS GROVE RD,"CHARLOTTE, NC",28216
0,60,17,Mecklenburg,PCT 017,BILLINGSVILLE LEADERSHIP ACADEMY,124 SKYLAND AVE,"CHARLOTTE, NC",28205
0,60,19,Mecklenburg,PCT 018,EASTOVER ELEMENTARY SCHOOL,500 CHEROKEE RD,"CHARLOTTE, NC",28207
0,60,20,Mecklenburg,PCT 019,MYERS PARK HIGH SCHOOL,2400 COLONY RD,"CHARLOTTE, NC",28209
0,60,21,Mecklenburg,PCT 020,AVONDALE PRESBYTERIAN CHURCH,2821 PARK RD,"CHARLOTTE, NC",28209
0,60,22,Mecklenburg,PCT 021,SEDGEFIELD UNITED METHODIST CHURCH,2830 DORCHESTER PL,"CHARLOTTE, NC",28209
0,60,23,Mecklenburg,PCT 022,GREATER GALILEE BAPTIST CHURCH,501 W PARK AVE,"CHARLOTTE, NC",28203
0,60,24,Mecklenburg,PCT 023,BISHOP SPAUGH COMMUNITY ACADEMY,1901 HERBERT SPAUGH LN,"CHARLOTTE, NC",28208
0,60,25,Mecklenburg,PCT 024,BETTE RAE THOMAS RECREATION CENTER,2921 TUCKASEEGEE RD,"CHARLOTTE, NC",28208
0,60,26,Mecklenburg,PCT 025,WEST CHARLOTTE RECREATION CENTER,2401 KENDALL DR,"CHARLOTTE, NC",28216
0,60,27,Mecklenburg,PCT 026,EBENEZER BAPTIST CHURCH,2020 W SUGAR CREEK RD,"CHARLOTTE, NC",28262
0,60,28,Mecklenburg,PCT 027,HIGHLAND RENAISSANCE ACADEMY,125 W CRAIGHEAD RD,"CHARLOTTE, NC",28206
0,60,29,Mecklenburg,PCT 028,GET READY FOR JESUS COMMUNITY CHURCH,2541 ELKWOOD CIR,"CHARLOTTE, NC",28205
0,60,30,Mecklenburg,PCT 029,MERRY OAKS ELEMENTARY SCHOOL,3508 DRAPER AVE,"CHARLOTTE, NC",28205
0,60,31,Mecklenburg,PCT 030,PLAZA ROAD CHILDREN'S ACADEMY,1000 ANDERSON ST # C,"CHARLOTTE, NC",28205
0,60,32,Mecklenburg,PCT 031,BARRINGER ACADEMIC CENTER,1546 WALTON RD,"CHARLOTTE, NC",28208
0,60,33,Mecklenburg,PCT 032,CHRIST EPISCOPAL CHURCH,1412 PROVIDENCE RD,"CHARLOTTE, NC",28207
0,60,34,Mecklenburg,PCT 033,EASTWAY MIDDLE SCHOOL,1501 NORLAND RD,"CHARLOTTE, NC",28205
0,60,35,Mecklenburg,PCT 034,OAKHURST STEAM ACADEMY,4511 MONROE RD,"CHARLOTTE, NC",28205
0,60,36,Mecklenburg,PCT 035,COTSWOLD ELEMENTARY SCHOOL,300 GREENWICH RD,"CHARLOTTE, NC",28211
0,60,37,Mecklenburg,PCT 036,PROVIDENCE BAPTIST CHURCH,4921 RANDOLPH RD,"CHARLOTTE, NC",28211
0,60,38,Mecklenburg,PCT 037,PINEWOOD ELEMENTARY SCHOOL,805 SENECA PL,"CHARLOTTE, NC",28210
0,60,39,Mecklenburg,PCT 038,FORMER COLLINSWOOD LANGUAGE ACADEMY,4000 APPLEGATE RD,"CHARLOTTE, NC",28209
0,60,40,Mecklenburg,PCT 039,SOUTHVIEW RECREATION CENTER,1720 VILMA ST,"CHARLOTTE, NC",28208
0,60,41,Mecklenburg,PCT 040,THOMASBORO ACADEMY,538 BRADFORD DR,"CHARLOTTE, NC",28208
0,60,42,Mecklenburg,PCT 041,HOSKINS AVENUE BAPTIST CHURCH,101 S HOSKINS RD,"CHARLOTTE, NC",28208
0,60,43,Mecklenburg,PCT 042,HIDDEN VALLEY SCHOOL,5100 SNOW WHITE LN,"CHARLOTTE, NC",28213
0,60,44,Mecklenburg,PCT 043,GARINGER HIGH SCHOOL,1100 EASTWAY DR,"CHARLOTTE, NC",28205
0,60,45,Mecklenburg,PCT 044,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS,3020 HILLIARD DR,"CHARLOTTE, NC",28205
0,60,46,Mecklenburg,PCT 045,WINDSOR PARK ELEMENTARY SCHOOL,3910 SUDBURY RD,"CHARLOTTE, NC",28205
0,60,47,Mecklenburg,PCT 046,WTVI TELEVISION STATION,3242 COMMONWEALTH AVE,"CHARLOTTE, NC",28205
0,60,48,Mecklenburg,PCT 047,MINT MUSEUM RANDOLPH,2730 RANDOLPH RD,"CHARLOTTE, NC",28207
0,60,49,Mecklenburg,PCT 048,PROVIDENCE UNITED METHODIST CHURCH,2810 PROVIDENCE RD,"CHARLOTTE, NC",28211
0,60,51,Mecklenburg,PCT 049,PARK ROAD MONTESSORI SCHOOL,3701 HAVEN DR,"CHARLOTTE, NC",28209
0,60,52,Mecklenburg,PCT 050,TYVOLA SENIOR CENTER,2225 TYVOLA RD,"CHARLOTTE, NC",28210
0,60,53,Mecklenburg,PCT 051,SALVATION ARMY CLUB,940 MARSH RD,"CHARLOTTE, NC",28209
0,60,54,Mecklenburg,PCT 052,ST MARK'S UNITED METHODIST CHURCH,917 CLANTON RD,"CHARLOTTE, NC",28217
0,60,55,Mecklenburg,PCT 053,GREATER FELLOWSHIP MISSIONARY BAPTIST CHURCH,2422 ASHLEY RD,"CHARLOTTE, NC",28208
0,60,56,Mecklenburg,PCT 054,OAKLAWN LANGUAGE ACADEMY,1810 OAKLAWN AVE,"CHARLOTTE, NC",28216
0,60,57,Mecklenburg,PCT 055,CHARLOTTE MECKLENBURG VIRTUAL HIGH SCHOOL,1900 NEWCASTLE ST,"CHARLOTTE, NC",28216
0,60,58,Mecklenburg,PCT 056,DRUID HILLS ACADEMY,2801 LUCENA ST,"CHARLOTTE, NC",28206
0,60,59,Mecklenburg,PCT 057,SHARON PRESBYTERIAN CHURCH,5201 SHARON RD,"CHARLOTTE, NC",28210
0,60,60,Mecklenburg,PCT 058,STARMOUNT ACADEMY OF EXCELLENCE,1600 BROOKDALE AVE,"CHARLOTTE, NC",28210
0,60,61,Mecklenburg,PCT 059,MONTCLAIRE ELEMENTARY SCHOOL,5801 FARMBROOK DR,"CHARLOTTE, NC",28210
0,60,62,Mecklenburg,PCT 060,BRIARWOOD ELEMENTARY SCHOOL,1001 WILANN DR,"CHARLOTTE, NC",28215
0,60,63,Mecklenburg,PCT 061,METHODIST HOME RECREATION CENTER,3200 SHAMROCK DR,"CHARLOTTE, NC",28215
0,60,64,Mecklenburg,PCT 062,ALBEMARLE ROAD ELEMENTARY SCHOOL,7800 RIDING TRAIL RD,"CHARLOTTE, NC",28212
0,60,65,Mecklenburg,PCT 063,IDLEWILD ELEMENTARY,7101 IDLEWILD RD,"CHARLOTTE, NC",28212
0,60,66,Mecklenburg,PCT 064,BEN SALEM PRESBYTERIAN CHURCH,6801 MONROE RD,"CHARLOTTE, NC",28212
0,60,67,Mecklenburg,PCT 065,SARDIS PRESBYTERIAN CHURCH,6100 SARDIS RD,"CHARLOTTE, NC",28270
0,60,68,Mecklenburg,PCT 066,RAMA ROAD ELEMENTARY SCHOOL,1035 RAMA RD,"CHARLOTTE, NC",28211
0,60,69,Mecklenburg,PCT 067,LANSDOWNE ELEMENTARY SCHOOL,6400 PRETT CT,"CHARLOTTE, NC",28226
0,60,70,Mecklenburg,PCT 068,ST STEPHEN UNITED METHODIST CHURCH,6800 SARDIS RD,"CHARLOTTE, NC",28270
0,60,71,Mecklenburg,PCT 069,OLDE PROVIDENCE ELEMENTARY SCHOOL,3800 REA RD,"CHARLOTTE, NC",28226
0,60,72,Mecklenburg,PCT 070,REFORMED THEOLOGICAL SEMINARY,2101 CARMEL RD,"CHARLOTTE, NC",28226
0,60,73,Mecklenburg,PCT 071,SHARON ELEMENTARY SCHOOL,4330 FOXCROFT RD,"CHARLOTTE, NC",28211
0,60,74,Mecklenburg,PCT 072,CARMEL PRESBYTERIAN CHURCH,2048 CARMEL RD,"CHARLOTTE, NC",28226
0,60,75,Mecklenburg,PCT 073,HEATHSTEAD COMMUNITY CENTER,6140 HEATH RIDGE CT,"CHARLOTTE, NC",28210
0,60,76,Mecklenburg,PCT 074,ALEXANDER GRAHAM MIDDLE SCHOOL,1800 RUNNYMEDE LN,"CHARLOTTE, NC",28211
0,60,77,Mecklenburg,PCT 075,SOUTH PARK CHRISTIAN CHURCH,6650 PARK SOUTH DR,"CHARLOTTE, NC",28210
0,60,78,Mecklenburg,PCT 076,FOREST HILL CHURCH,7224 PARK RD,"CHARLOTTE, NC",28210
0,60,79,Mecklenburg,PCT 077,CPCC HARPER CAMPUS,315 W HEBRON ST,"CHARLOTTE, NC",28273
0,60,80,Mecklenburg,PCT 078,ALDERSGATE UNITED METHODIST CHURCH,5338 NATIONS FORD RD,"CHARLOTTE, NC",28217
0,60,81,Mecklenburg,PCT 079,TUCKASEEGEE ELEMENTARY SCHOOL,2028 LITTLE ROCK RD,"CHARLOTTE, NC",28214
0,60,82,Mecklenburg,PCT 080,THRIFT BAPTIST CHURCH,8415 MOORES CHAPEL RD,"CHARLOTTE, NC",28214
0,60,83,Mecklenburg,PCT 081,ALLENBROOK ELEMENTARY SCHOOL,1430 ALLENBROOK DR,"CHARLOTTE, NC",28208
0,60,84,Mecklenburg,PCT 082,GREENVILLE MEMORIAL AME ZION CHURCH,6116 MONTEITH DR,"CHARLOTTE, NC",28213
0,60,85,Mecklenburg,PCT 083,ALBEMARLE ROAD PRESBYTERIAN CHURCH,6740 ALBEMARLE RD,"CHARLOTTE, NC",28212
0,60,86,Mecklenburg,PCT 084,LAWRENCE ORR ELEMENTARY SCHOOL,4835 SHAMROCK DR,"CHARLOTTE, NC",28215
0,60,87,Mecklenburg,PCT 085,THE SOUTHERN GOURMET,9101 MONROE RD # 110,"CHARLOTTE, NC",28270
0,60,89,Mecklenburg,PCT 087,PINEVILLE CHURCH OF THE NAZARENE,8614 PINEVILLE-MATTHEWS RD,"CHARLOTTE, NC",28226
0,60,90,Mecklenburg,PCT 088,LIVING SAVIOUR LUTHERAN CHURCH,6817 CARMEL RD,"CHARLOTTE, NC",28226
0,60,91,Mecklenburg,PCT 089,COULWOOD STEM ACADEMY,500 KENTBERRY DR,"CHARLOTTE, NC",28214
0,60,92,Mecklenburg,PCT 090,SOUTH CHARLOTTE MIDDLE SCHOOL,8040 STRAWBERRY LN,"CHARLOTTE, NC",28277
0,60,93,Mecklenburg,PCT 091,PROVIDENCE PRESBYTERIAN CHURCH,10140 PROVIDENCE CHURCH LN,"CHARLOTTE, NC",28277
0,60,94,Mecklenburg,PCT 092,QUAIL HOLLOW PRESBYTERIAN CHURCH,8801 PARK RD,"CHARLOTTE, NC",28210
0,60,95,Mecklenburg,PCT 093,CHURCH OF JESUS CHRIST LATTER DAY SAINTS,5815 CARMEL RD,"CHARLOTTE, NC",28226
0,60,96,Mecklenburg,PCT 094,ALBEMARLE ROAD RECREATION CENTER,5027 IDLEWILD RD N,"CHARLOTTE, NC",28227
0,60,97,Mecklenburg,PCT 095,HICKORY GROVE UNITED METHODIST CHURCH,6401 HICKORY GROVE RD,"CHARLOTTE, NC",28215
0,60,98,Mecklenburg,PCT 096,CHARLOTTE CHRISTIAN SWIM CLUB,7823 SARDIS RD,"CHARLOTTE, NC",28270
0,60,99,Mecklenburg,PCT 097,SHARON SOUTH HOMES CLUBHOUSE,8437 KNIGHTS BRIDGE RD,"CHARLOTTE, NC",28210
0,60,100,Mecklenburg,PCT 098,VICTORY CHRISTIAN CENTER,6916 OLD PINEVILLE RD,"CHARLOTTE, NC",28217
0,60,101,Mecklenburg,PCT 099,GREENWAY PARK ELEMENTARY SCHOOL,8301 MONROE RD,"CHARLOTTE, NC",28212
0,60,102,Mecklenburg,PCT 100,WESLEY UNITED METHODIST CHURCH,3715 REA RD,"CHARLOTTE, NC",28226
0,60,103,Mecklenburg,PCT 101,FORMER PLANET FITNESS AT CARMEL COMMONS,7601 PINEVILLE-MATTHEWS RD,"CHARLOTTE, NC",28226
0,60,104,Mecklenburg,PCT 102,BIBLE BAPTIST CHURCH,2724 MARGARET WALLACE RD,"MATTHEWS, NC",28105
0,60,105,Mecklenburg,PCT 103,CROSS AND CROWN LUTHERAN CHURCH,300 PINEVILLE-MATTHEWS RD,"MATTHEWS, NC",28105
0,60,106,Mecklenburg,PCT 104,DEVONSHIRE ELEMENTARY SCHOOL,6500 BARRINGTON DR,"CHARLOTTE, NC",28215
0,60,107,Mecklenburg,PCT 105,NEWELL ELEMENTARY SCHOOL,325 W ROCKY RIVER RD,"CHARLOTTE, NC",28213
0,60,108,Mecklenburg,PCT 106,MCCLINTOCK MIDDLE SCHOOL,1925 RAMA RD,"CHARLOTTE, NC",28212
0,60,109,Mecklenburg,PCT 107,ROCKWELL AME ZION CHURCH,6301 ROCKWELL CHURCH RD,"CHARLOTTE, NC",28269
0,60,110,Mecklenburg,PCT 108,HICKORY GROVE BAPTIST CHURCH,7200 E WT HARRIS BLVD,"CHARLOTTE, NC",28215
0,60,111,Mecklenburg,PCT 109,HAWTHORNE RECREATION CENTER,345 HAWTHORNE LN,"CHARLOTTE, NC",28202
0,60,112,Mecklenburg,PCT 110,NEW CITY CHURCH,2500 CARMEL RD,"CHARLOTTE, NC",28226
0,60,113,Mecklenburg,PCT 111,BEVERLY WOODS ELEMENTARY SCHOOL,6001 QUAIL HOLLOW RD,"CHARLOTTE, NC",28210
0,60,114,Mecklenburg,PCT 112,MESSIAH LUTHERAN CHURCH,8300 PROVIDENCE RD,"CHARLOTTE, NC",28277
0,60,115,Mecklenburg,PCT 113,MCKEE ROAD BAPTIST CHURCH,4300 MCKEE RD,"CHARLOTTE, NC",28270
0,60,116,Mecklenburg,PCT 114,SOUTH MECKLENBURG HIGH SCHOOL,8900 PARK RD,"CHARLOTTE, NC",28210
0,60,117,Mecklenburg,PCT 115,FIRST FELLOWSHIP MINISTRIES OF CHARLOTTE,7700 LAWYERS RD,"CHARLOTTE, NC",28227
0,60,118,Mecklenburg,PCT 116,LOGAN CHAPEL CME CHURCH,9505 PARKTON RD,"CHARLOTTE, NC",28215
0,60,119,Mecklenburg,PCT 117,EAST MECKLENBURG HIGH SCHOOL,6800 MONROE RD,"CHARLOTTE, NC",28212
0,60,120,Mecklenburg,PCT 118,CARMEL BAPTIST CHURCH,1145 PINEVILLE-MATTHEWS RD,"MATTHEWS, NC",28105
0,60,122,Mecklenburg,PCT 120,SHARON LAKES,8301 SHARON LAKES RD,"CHARLOTTE, NC",28210
0,60,123,Mecklenburg,PCT 121,WILLIAM DAVIE PARK,4635 PINEVILLE-MATTHEWS RD,"CHARLOTTE, NC",28226
0,60,124,Mecklenburg,PCT 122,GOOD SHEPHERD UNITED METHODIST CHURCH,13110 MOSS RD,"CHARLOTTE, NC",28273
0,60,125,Mecklenburg,PCT 123,NORTHRIDGE MIDDLE SCHOOL,7601 THE PLAZA,"CHARLOTTE, NC",28215
0,60,126,Mecklenburg,PCT 124,HICKORY GROVE ELEMENTARY SCHOOL,6709 PENCE RD,"CHARLOTTE, NC",28215
0,60,127,Mecklenburg,PCT 125,PINEY GROVE ELEMENTARY SCHOOL,8801 EAGLEWIND DR,"CHARLOTTE, NC",28212
0,60,128,Mecklenburg,PCT 126,GOVERNOR'S VILLAGE STEM ACADEMY - LOWER CAMPUS,7910 NEAL RD,"CHARLOTTE, NC",28262
0,60,129,Mecklenburg,PCT 127,HOPEWELL BAPTIST CHURCH,18841 DAVIDSON-CONCORD RD,"DAVIDSON, NC",28036
0,60,130,Mecklenburg,PCT 128,MALLARD CREEK ELEMENTARY SCHOOL,9801 MALLARD CREEK RD,"CHARLOTTE, NC",28262
0,60,131,Mecklenburg,PCT 129,PINEVILLE ELEMENTARY SCHOOL,204 LOWRY ST,"PINEVILLE, NC",28134
0,60,132,Mecklenburg,PCT 130,COKESBURY UNITED METHODIST CHURCH,6701 IDLEWILD RD,"CHARLOTTE, NC",28212
0,60,133,Mecklenburg,PCT 131,CALVARY CHURCH,5801 PINEVILLE-MATTHEWS RD,"CHARLOTTE, NC",28226
0,60,134,Mecklenburg,PCT 132,NEWELL PRESBYTERIAN CHURCH,1500 W ROCKY RIVER RD,"CHARLOTTE, NC",28213
0,60,135,Mecklenburg,PCT 133,HUNTERSVILLE UNITED METHODIST CHURCH,14005 STUMPTOWN RD,"HUNTERSVILLE, NC",28078
0,60,136,Mecklenburg,PCT 134,BRADLEY MIDDLE SCHOOL,13345 BEATTIES FORD RD,"HUNTERSVILLE, NC",28078
0,60,137,Mecklenburg,PCT 135,WINDING SPRINGS ELEMENTARY SCHOOL,6601 HORACE MANN RD,"CHARLOTTE, NC",28269
0,60,138,Mecklenburg,PCT 136,CPCC LEVINE CAMPUS,2800 CAMPUS RIDGE RD,"MATTHEWS, NC",28105
0,60,139,Mecklenburg,PCT 137,POLO RIDGE ELEMENTARY,11830 TOM SHORT RD,"CHARLOTTE, NC",28277
0,60,140,Mecklenburg,PCT 138,OLYMPIC HIGH SCHOOL,4301 SANDY PORTER RD,"CHARLOTTE, NC",28273
0,60,141,Mecklenburg,PCT 139,HAWK RIDGE ELEMENTARY SCHOOL,9201 BRYANT FARMS RD,"CHARLOTTE, NC",28277
0,60,142,Mecklenburg,PCT 140,HARRISON UNITED METHODIST CHURCH,15008 LANCASTER HWY,"PINEVILLE, NC",28134
0,60,143,Mecklenburg,PCT 141,UNIVERSITY CITY REGIONAL LIBRARY,301 E W T HARRIS BLVD,"CHARLOTTE, NC",28262
0,60,144,Mecklenburg,PCT 142,LAKE NORMAN BAPTIST CHURCH,7921 SAM FURR RD,"HUNTERSVILLE, NC",28078
0,60,145,Mecklenburg,PCT 143,LAKE FOREST COMMUNITY CHURCH,8519 GILEAD RD,"HUNTERSVILLE, NC",28078
0,60,146,Mecklenburg,PCT 144,ST MATTHEW CATHOLIC CHURCH,8015 BALLANTYNE COMMONS PKWY,"CHARLOTTE, NC",28277
